SKU,Model ID,Month_Year_Manufacturing,Brand_Color,Country_of_Origin,FSN,Material
KAPDA_GREEN_ONE_PLUS_NORD_CE_4LITE_5G_852,KAPDA_GREEN_ONE_PLUS_NORD_CE_4LITE_5G_852,Mar-26,Green,INDIA,ACCH2YNFHACEXCV4,"Silicon, Cloth"
KAPDA_GREEN_ONE_PLUS_NORD_CE4_5G,KAPDA_GREEN_ONE_PLUS_NORD_CE4_5G,Mar-26,Green,INDIA,ACCHF4WHGYEA2SKQ,"Silicon, Cloth"
KAPDA_GREEN_OPP_F27PRO_PLUS_5G,KAPDA_GREEN_OPP_F27PRO_PLUS_5G,Mar-26,Green,INDIA,ACCH28RVKZE4JDYT,"Silicon, Cloth"
KAPDA_GREEN_OPPO_RENO8_5G,KAPDA_GREEN_OPPO_RENO8_5G,Mar-26,Green,INDIA,ACCGPDH7QH5RNPNF,"Silicon, Cloth"
KAPDA_GREEN_OPPO_RENO8T_5G,KAPDA_GREEN_OPPO_RENO8T_5G,Mar-26,Green,INDIA,ACCGPEHM8GRJBEY6,"Silicon, Cloth"
KAPDA_GREEN_OPPO_RENO8T_5G_SN,KAPDA_GREEN_OPPO_RENO8T_5G_SN,Mar-26,Green,INDIA,ACCGPEGYQ2GMNTK9,"Silicon, Cloth"
KAPDA_GREEN_POC_M4_5G,KAPDA_GREEN_POC_M4_5G,Mar-26,Green,INDIA,ACCGPRY6NDZFHBEK,"Silicon, Cloth"
KAPDA_GREEN_POC_X5_5G,KAPDA_GREEN_POC_X5_5G,Mar-26,Green,INDIA,ACCGPWCYMPUZU5UN,"Silicon, Cloth"
KAPDA_GREEN_REAL_11PRO_11PRO_PLUS_5G_SN,KAPDA_GREEN_REAL_11PRO_11PRO_PLUS_5G_SN,Mar-26,Green,INDIA,ACCGRDWFA8HTQFB6,"Silicon, Cloth"
KAPDA_GREEN_REAL_11X_5G_SN,KAPDA_GREEN_REAL_11X_5G_SN,Mar-26,Green,INDIA,ACCGTGW3HHZ5P77Z,"Silicon, Cloth"
KAPDA_GREEN_REAL_12PRO_PLUS_5G,KAPDA_GREEN_REAL_12PRO_PLUS_5G,Mar-26,Green,INDIA,ACCGYTBXXHCHVEKY,"Silicon, Cloth"
KAPDA_GREEN_REAL_C63_5G_SN,KAPDA_GREEN_REAL_C63_5G_SN,Mar-26,Green,INDIA,ACCH7MY78Y3RMEBM,"Silicon, Cloth"
KAPDA_GREEN_REAL_C65_5G,KAPDA_GREEN_REAL_C65_5G,Mar-26,Green,INDIA,ACCHFKHKPQGNNJF7,"Silicon, Cloth"
KAPDA_GREEN_REAL_NARZO_70_5G,KAPDA_GREEN_REAL_NARZO_70_5G,Mar-26,Green,INDIA,ACCHFH5AWAXQSYZB,"Silicon, Cloth"
KAPDA_GREEN_REAL_P1_5G,KAPDA_GREEN_REAL_P1_5G,Mar-26,Green,INDIA,ACCHFH53WEZUVPTZ,"Silicon, Cloth"
KAPDA_GREEN_REALME_10PRO_5G,KAPDA_GREEN_REALME_10PRO_5G,Mar-26,Green,INDIA,ACCGPEGSGPHRRQ6U,"Silicon, Cloth"
KAPDA_GREEN_REALME_10PRO_5G_SN,KA _1 RO_5G_SN,Mar-26,Green,INDIA,ACCGPEHFVPUUHCNY,"Silicon, Cloth"
KAPDA_GREEN_REALME_10PRO_PLUS_5G,KAPDA_GREEN_REALME_10PRO_PLUS_5G,Mar-26,Green,INDIA,ACCGPEGYMNNWHJHZ,"Silicon, Cloth"
KAPDA_GREEN_REALME_10PRO_PLUS_5G_SN,KAPDA_GREEN_REALME_10PRO_PLUS_5G_SN,Mar-26,Green,INDIA,ACCGPEJYZDH4D64A,"Silicon, Cloth"
KAPDA_GREEN_SAM_F15_5G,KAPDA_GREEN_SAM_F15_5G,Mar-26,Green,INDIA,ACCHF4WMBMW4ATXU,"Silicon, Cloth"
KAPDA_GREEN_SAM_S23_5G_SN,KAPDA_GREEN_SAM_S23_5G_SN,Mar-26,Green,INDIA,ACCH7HZNFQASGRS3,"Silicon, Cloth"
KAPDA_GREEN_VIV_T2X_5G,KAPDA_GREEN_VIV_T2X_5G,Mar-26,Green,INDIA,ACCGPWCHE4QFPEAQ,"Silicon, Cloth"
KAPDA_GREEN_VIV_T3PRO_5G,KAPDA_GREEN_VIV_T3PRO_5G,Mar-26,Green,INDIA,ACCH7JY2DQWJGEHE,"Silicon, Cloth"
KAPDA_GREEN_VIV_V27PRO_5G,KAPDA_GREEN_VIV_V27PRO_5G,Mar-26,Green,INDIA,ACCGNNCTK825QUXZ,"Silicon, Cloth"
KAPDA_GREEN_VIV_V40_5G,KAPDA_GREEN_VIV_V40_5G,Mar-26,Green,INDIA,ACCH4JZ4HCQ5ZHZP,"Silicon, Cloth"
KAPDA_GREEN_VIV_V40E_5G_SN,KAPDA_GREEN_VIV_V40e_5G_SN,Mar-26,Green,INDIA,ACCH7SKBPJDZH7EW,"Silicon, Cloth"
KAPDA_GREEN_VIV_V50_5G,KAPDA_GREEN_VIV_V50_5G,Mar-26,Green,INDIA,ACCH9RSKEGHMTBB5,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y200_PRO_5G,KAPDA_GREEN_VIV_Y200_PRO_5G,Mar-26,Green,INDIA,ACCH23FFCK7ZGKHJ,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y200E_5G,KAPDA_GREEN_VIV_Y200e_5G,Mar-26,Green,INDIA,ACCGZPZFQ9X3ZQXV,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y27_4G,KAPDA_GREEN_VIV_Y27_4G,Mar-26,Green,INDIA,ACCGV6JPE8WZPYXP,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y29_5G,KAPDA_GREEN_VIV_Y29_5G,Mar-26,Green,INDIA,ACCH8ZZZNY7BNCZA,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y300_5G,KAPDA_GREEN_VIV_Y300_5G,Mar-26,Green,INDIA,ACCH8NYX5EGY5H5A,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y400_PRO_5G,KAPDA_GREEN_VIV_Y400_PRO_5G,Mar-26,Green,INDIA,ACCHEGRWMDBQPXHE,"Silicon, Cloth"
KAPDA_GREEN_VIV_Y400_PRO_5G_SN,KAPDA_GREEN_VIV_Y400_PRO_5G_SN,Mar-26,Green,INDIA,ACCHEGRXTTACHHHA,"Silicon, Cloth"
KAPDA_GREEN_VIVO_V27_5G,KAPDA_GREEN_VIVO_V27_5G,Mar-26,Green,INDIA,ACCGPFQ2YGJR6QQW,"Silicon, Cloth"
KAPDA_GREEN_Y56_5G,KAPDA_GREEN_Y56_5G,Mar-26,Green,INDIA,ACCGPWCFH26VKNFN,"Silicon, Cloth"
KPDA_BLACK_MI_NOTE_12_5G,KPDA_BLACK_MI_NOTE_12_5G,Mar-26,Black,INDIA,ACCGMMUSJB5HZB5Y,"Silicon, Cloth"
KPDA_BLACK_MI_NOTE_12_PRO_5G,KPDA_BLACK_MI_NOTE_12_PRO_5G,Mar-26,Black,INDIA,ACCGMMUYZ32FE5U3,"Silicon, Cloth"
KPDA_BLACK_MI_NOTE10S,KPDA_BLACK_,Mar-26,Black,INDIA,ACCGHTHR6CC8Y8Z3,"Silicon, Cloth"
KPDA_BLACK_OPP_A78_5G,KPDA_BLACK_OPP_A78_5G,Mar-26,Black,INDIA,ACCGMJAZ2XVKVBGF,"Silicon, Cloth"
KPDA_BLACK_OPP_F21SPRO_5G,KPDA_BLACK_OPP_F21sPRO_5G,Mar-26,Black,INDIA,ACCGMFXJKXRZBWTW,"Silicon, Cloth"
KPDA_BLACK_REAL_10PRO+_5G_SN,KPDA_BLACK_REAL_10PRO+_5G_SN,Mar-26,Black,INDIA,ACCGMFXBDRG9P9FN,"Silicon, Cloth"
KPDA_BLACK_VIV_V23PRO_5G,KPDA_BLACK_VIV_V23PRO_5G,Mar-26,Black,INDIA,ACCGH4VGCW5GN76V,"Silicon, Cloth"
KPDA_BLACK_VIV_V25_5G_SN,KPDA_BLACK_VIV_V25_5G_SN,Mar-26,Black,INDIA,ACCGHG6ZRUKHEZKU,"Silicon, Cloth"
KPDA_BLACK_VIV_Y16_SN,KPDA_BLACK_VIV_Y16_SN,Mar-26,Black,INDIA,ACCGHG7GUA86HVS8,"Silicon, Cloth"
KPDA_BLK_SAM_A12,KPDA_BLK_SAM_A12,Mar-26,Black,INDIA,ACCGG4YTAYU9HZNY,"Silicon, Cloth"
KPDA_BLK_SAM_A13_4G,KPDA_BLK_SAM_A13_4G,Mar-26,Black,INDIA,ACCGFZZHVJJDZKWZ,"Silicon, Cloth"
KPDA_BLK_SAM_M12,KPDA_BLK_SAM_M12,Mar-26,Black,INDIA,ACCGG5FZTRGUZ8NC,"Silicon, Cloth"
KPDA_BLK_VIV_V23_5G,23_5G_7654,Mar-26,Black,INDIA,ACCGEQYCYDVCCNQR,"Silicon, Cloth"
KPDA_BLK_VIV_V23E_5G_Y75_4G_741,KPDA_BLK_VIV_V23E_5G_Y75_4G_741,Mar-26,Black,INDIA,ACCGG5HGHJKGDJPF,"Silicon, Cloth"
KPDA_BLK_VIV_Y75_4G_852,KPDA_BLK_VIV_Y75_4G_852,Mar-26,Black,INDIA,ACCGG5ZKASGV8UKR,"Silicon, Cloth"
KPDA_BLUE_IQOO_Z10_5G_VIV_T4_5G_SN,KPDA_BLUE_IQOO_Z10_5G_VIV_T4_5G_SN,Mar-26,Blue,INDIA,ACCHCGV6KPUFCCNC,"Silicon, Cloth"
KPDA_BLUE_IQOO_Z9S_PRO_5G,KPDA_BLUE_IQOO_Z9s_PRO_5G,Mar-26,Blue,INDIA,ACCH7JYXPQZZF7Y7,"Silicon, Cloth"
KPDA_BLUE_ITEL_VISION_1PRO_5G,KPDA_BLUE_ITEL_VISION_1PRO_5G,Mar-26,Blue,INDIA,ACCH28VBFSZMZH9E,"Silicon, Cloth"
KPDA_BLUE_MI_11PRIME_4G,KPDA_BLUE_MI_11PRIME_4G,Mar-26,Blue,INDIA,ACCGPQXZTHUC2MZF,"Silicon, Cloth"
KPDA_BLUE_MI_NOTE_12_5G_563,KPDA_BLUE_MI_NOTE_12_5G_563,Mar-26,Blue,INDIA,ACCGMMUBXSS8MUCD,"Silicon, Cloth"
KPDA_BLUE_MI_NOTE_12PRO_12PRO_PLUS_5G,KPDA_BLUE_MI_NOTE_12PRO_12PRO_PLUS_5G,Mar-26,Blue,INDIA,ACCGMMUJGU5YUYCJ,"Silicon, Cloth"
KPDA_BLUE_MI_NOTE_12PRO_PLUS_5G,KPDA_BLUE_MI_NOTE_12PRO_PLUS_5G,Mar-26,Blue,INDIA,ACCGPCCEFD9GAJVP,"Silicon, Cloth"
KPDA_BLUE_MI_NOTE_12PRO_PLUS_5G_SN,KPDA_BLUE_MI_NOTE_12PRO_PLUS_5G_SN,Mar-26,Blue,INDIA,ACCGPCGK2445DGGB,"Silicon, Cloth"
KPDA_BLUE_MI_NOTE_13PRO_PLUS_5G_SN,KPDA_BLUE_MI_NOTE_13PRO_PLUS_5G_SN,Mar-26,Blue,INDIA,ACCGZZC74X2MGEPN,"Silicon, Cloth"
KPDA_BLUE_MI_POC_M4_5G,KPDA_BLUE_MI_POC_M4_5G,Mar-26,Blue,INDIA,ACCGPQXXBF8TNCZM,"Silicon, Cloth"
KPDA_BLUE_MOTO_EDGE_50_NEO_5G_SN,KPDA_BLUE_MOTO_EDGE_50_NEO_5G_SN,Mar-26,Blue,INDIA,ACCH8MUKSZZP9G8U,"Silicon, Cloth"
KPDA_BLUE_NOTHING_PHONE_(1),KPDA_BLUE_,Mar-26,Blue,INDIA,ACCGPCDVCKSEBYUX,"Silicon, Cloth"
KPDA_BLUE_NOTHING_PHONE_(1)_SN,KPDA_BLUE_NOTHING_PHONE_(1)_SN,Mar-26,Blue,INDIA,ACCGPCCQGH6XKFY3,"Silicon, Cloth"
KPDA_BLUE_ONE_PLUS_NORD_CE_4LITE_5G,KPDA_BLUE_ONE_PLUS_NORD_CE_4LITE_5G,Mar-26,Blue,INDIA,ACCH2CBYGUBQAGAH,"Silicon, Cloth"
KPDA_BLUE_ONE_PLUS_NORD_CE_4LITE_5G_852,KPDA_BLUE_ONE_PLUS_NORD_CE_4LITE_5G_852,Mar-26,Blue,INDIA,ACCH2YMZZCYBTGPT,"Silicon, Cloth"
KPDA_BLUE_ONE_PLUS_NORD_CE4_5G,KPDA_BLUE_ONE_PLUS_NORD_CE4_5G,Mar-26,Blue,INDIA,ACCHF4ZHGWXFWZXH,"Silicon, Cloth"
KPDA_BLUE_ONE_PLUS_NORD_CE4_5G_852,KPDA_BLUE_ONE_PLUS_NORD_CE4_5G_852,Mar-26,Blue,INDIA,ACCHFCH7SCYYUHWT,"Silicon, Cloth"
KPDA_BLUE_ONE_PLUS_NORD_CE4_5G_SN,KPDA_BLUE_ONE_PLUS_NORD_CE4_5G_SN,Mar-26,Blue,INDIA,ACCHF4ZWSNCBHKFC,"Silicon, Cloth"
KPDA_BLUE_ONE_PLUS_NORD2_5G_SN,KPDA_BLUE_ONE_PLUS_NORD2_5G_SN,Mar-26,Blue,INDIA,ACCH2GCFVNV27ZKF,"Silicon, Cloth"
KPDA_BLUE_OPP_A78_5G,KPDA_BLUE_OPP_A78_5G,Mar-26,Blue,INDIA,ACCGMHGX7SFWCPSU,"Silicon, Cloth"
KPDA_BLUE_OPP_A78_5G_123,KPDA_BLUE_OPP_A78_5G_123,Mar-26,Blue,INDIA,ACCGMHJJ5HWZQ82X,"Silicon, Cloth"
KPDA_BLUE_OPP_F21PRO_5G,KPDA_BLUE_OPP_F21PRO_5G,Mar-26,Blue,INDIA,ACCGPCDTNKV4UA5J,"Silicon, Cloth"
KPDA_BLUE_OPP_K13_5G,KPDA_BLUE_OPP_K13_5G,Mar-26,Blue,INDIA,ACCHEFTWAEBWCC9H,"Silicon, Cloth"
KPDA_BLUE_OPP_RENO_13_5G,KPDA_BLUE_OPP_RENO_13_5G,Mar-26,Blue,INDIA,ACCH93DZPSZ7ZNYN,"Silicon, Cloth"
KPDA_BLUE_OPPO_RENO8_5G,KPDA_BLUE_OPPO_RENO8_5G,Mar-26,Blue,INDIA,ACCGPCE6K9WRJYTK,"Silicon, Cloth"
KPDA_BLUE_OPPO_RENO8T_5G,KPDA_BLUE_OPPO_RENO8T_5G,Mar-26,Blue,INDIA,ACCGPCECYQBR5ZH9,"Silicon, Cloth"
KPDA_BLUE_OPPO_RENO8T_5G_SN,KPDA_BLUE_OPPO_RENO8T_5G_SN,Mar-26,Blue,INDIA,ACCGPCEE7GPGWE4G,"Silicon, Cloth"
KPDA_BLUE_REAL_10PRO+_5G,KPDA_BLUE_REAL_10PRO+_5G,Mar-26,Blue,INDIA,ACCGHTX7YV6FWGVJ,"Silicon, Cloth"
KPDA_BLUE_REAL_11PRO_11PRO_PLUS_5G,KPDA_BLUE_REAL_11PRO_11PRO_PLUS_5G,Mar-26,Blue,INDIA,ACCGRDQMZDEGFYCT,"Silicon, Cloth"
KPDA_BLUE_REAL_12X_5G,KPDA_BLUE_REAL_12X_5G,Mar-26,Blue,INDIA,ACCHFABFWXJJA29Z,"Silicon, Cloth"
KPDA_BLUE_REAL_14PRO_PLUS_5G,KPDA_BLUE_REAL_14PRO_PLUS_5G,Mar-26,Blue,INDIA,ACCH93DGQHWK3RBG,"Silicon, Cloth"
KPDA_BLUE_REAL_C65_5G,KPDA_BLUE_REAL_C65_5G,Mar-26,Blue,INDIA,ACCHFAC9ANWTWGH5,"Silicon, Cloth"
KPDA_BLUE_REAL_P1_5G,KPDA_BLUE_REAL_P1_5G,Mar-26,Blue,INDIA,ACCHFAF5963KYANB,"Silicon, Cloth"
KPDA_BLUE_REALME_10PRO_5G,KPDA_BLUE_REALME_10PRO_5G,Mar-26,Blue,INDIA,ACCGPCEHHUGYZHY5,"Silicon, Cloth"
KPDA_BLUE_REALME_10PRO_PLUS_5G,KPDA_BLUE_REALME_10PRO_PLUS_5G,Mar-26,Blue,INDIA,ACCGPCFTR6MJAKEG,"Silicon, Cloth"
KPDA_BLUE_REALME_C55,KPDA_BLUE_REALME_C55,Mar-26,Blue,INDIA,ACCGPCGHUGJQW82M,"Silicon, Cloth"
KPDA_BLUE_SAM_A12,KPDA_BLUE_SAM_A12,Mar-26,Blue,INDIA,ACCGHFCXYTCGAG9Z,"Silicon, Cloth"
KPDA_BLUE_SAM_A14_5G_741,KPDA_BLUE_SAM_A14_5G_741,Mar-26,Blue,INDIA,ACCGMHGEZXHZEFTZ,"Silicon, Cloth"
KPDA_BLUE_SAM_A33_5G_852,KPDA_BLUE_SAM_A33_5G_852,Mar-26,Blue,INDIA,ACCH2GD5PTUAXYZQ,"Silicon, Cloth"
KPDA_BLUE_SAM_A33_5G_SN,KPDA_BLUE_SAM_A33_5G_SN,Mar-26,Blue,INDIA,ACCGPCH5HQZ3SHAX,"Silicon, Cloth"
KPDA_BLUE_SAM_S23_5G,KPDA_BLUE_SAM_S23_5G,Mar-26,Blue,INDIA,ACCH7GHPCXRFRGQR,"Silicon, Cloth"
KPDA_BLUE_SAM_S23_5G_SN,KPDA_BLUE_SAM_S23_5G_SN,Mar-26,Blue,INDIA,ACCH7GHRT92XVZBX,"Silicon, Cloth"
KPDA_BLUE_VIV_T2X_5G,KPDA_BLUE_VIV_T2X_5G,Mar-26,Blue,INDIA,ACCGPWBUJZJEXVUF,"Silicon, Cloth"
KPDA_BLUE_VIV_V27_5G_852,KPDA_BLUE_VIV_V27_5G_852,Mar-26,Blue,INDIA,ACCGNPA88FFVHWDT,"Silicon, Cloth"
KPDA_BLUE_VIV_V29_V29PRO_5G,KPDA_BLUE_VIV_V29_V29PRO_5G,Mar-26,Blue,INDIA,ACCGVAZZJHQTYESH,"Silicon, Cloth"
KPDA_BLUE_VIV_V29E_5G,KPDA_BLUE_VIV_V29E_5G,Mar-26,Blue,INDIA,ACCGTG8Z49NHFM4U,"Silicon, Cloth"
KPDA_BLUE_VIV_V30E_5G_852,KPDA_BLUE_VIV_V30E_5G_852,Mar-26,Blue,INDIA,ACCHF8ZNHCKYGGNF,"Silicon, Cloth"
KPDA_BLUE_VIV_V30E_5G_SN,KPDA_BLUE_VIV_V30E_5G_SN,Mar-26,Blue,INDIA,ACCHF8ZEHUDMY49C,"Silicon, Cloth"
KPDA_BLUE_VIV_V40E_5G,KPDA_BLUE_VIV_V40e_5G,Mar-26,Blue,INDIA,ACCH7GM84WBJAWKF,"Silicon, Cloth"
KPDA_BLUE_VIV_V40E_5G_IQOO_Z9S_5G,KPDA_BLUE_VIV_V40e_5G_IQOO_Z9s_5G,Mar-26,Blue,INDIA,ACCH7GZGF5GCV9KZ,"Silicon, Cloth"
KPDA_BLUE_VIV_V40E_5G_SN,KPDA_BLUE_VIV_V40e_5G_SN,Mar-26,Blue,INDIA,ACCH7RM2CJUBYV28,"Silicon, Cloth"
KPDA_BLUE_VIV_V60_5G,KPDA_BLUE_VIV_V60_5G,Mar-26,Blue,INDIA,ACCHGAC652HGMMHB,"Silicon, Cloth"
KPDA_BLUE_VIV_Y19S_5G_SN,KPDA_BLUE_VIV_Y19s_5G_SN,Mar-26,Blue,INDIA,ACCHEFNVR9WAFZAP,"Silicon, Cloth"
KPDA_BLUE_VIV_Y200_PRO_5G,KPDA_BLUE_VIV_Y200_PRO_5G,Mar-26,Blue,INDIA,ACCH23YWYRTJQBT7,"Silicon, Cloth"
KPDA_BLUE_VIV_Y200E_5G,KPDA_BLUE_VIV_Y200e_5G,Mar-26,Blue,INDIA,ACCGZPYVGQSZKDBB,"Silicon, Cloth"
KPDA_BLUE_VIV_Y29_5G,KPDA_BLUE_VIV_Y29_5G,Mar-26,Blue,INDIA,ACCH8NYNM6BHQGCJ,"Silicon, Cloth"
KPDA_BLUE_VIV_Y300_5G,KPDA_BLUE_VIV_Y300_5G,Mar-26,Blue,INDIA,ACCH8NYZMMJV2HZH,"Silicon, Cloth"
KPDA_BLUE_VIV_Y400_PRO_5G,KPDA_BLUE_VIV_Y400_PRO_5G,Mar-26,Blue,INDIA,ACCHEFNGNHSWAUKF,"Silicon, Cloth"
KPDA_BLUE_VIV_Y56_5G,KPDA_BLUE_VIV_Y56_5G,Mar-26,Blue,INDIA,ACCGPWBP4VKHJZ2E,"Silicon, Cloth"
KPDA_BLUE_VIVO_V27_5G,KPDA_BLUE _V27_5G,Mar-26,Blue,INDIA,ACCGPCH6VAWF46V9,"Silicon, Cloth"
KPDA_GREEN_MI_NOTE_12_5G,KPDA_GREEN_MI_NOTE_12_5G,Mar-26,Green,INDIA,ACCGMMP8KN8ETKBK,"Silicon, Cloth"
KPDA_GREEN_OPP_RENO8_5G,KPDA_GREEN_OPP_RENO8_5G,Mar-26,Green,INDIA,ACCGHYEDCPYZ6VJW,"Silicon, Cloth"
KPDA_GREEN_SAM_M12,KPDA_GREEN_SAM_M12,Mar-26,Green,INDIA,ACCGG7DVUSAGWFCY,"Silicon, Cloth"
KPDA_GREEN_VIV_Y16_SN,KPDA_GREEN_VIV_Y16_SN,Mar-26,Green,INDIA,ACCGHTPGHFWSEHGP,"Silicon, Cloth"
MAGSF_BLK_IPHONE_11,MAGSF_Blk_IPHONE_11,Mar-26,Black,INDIA,ACCH4XHTYRGFVV9E,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_11_852,MAGSF_Blk_IPHONE_11_852,Mar-26,Black,INDIA,ACCH4XHXPGXGMZKH,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_12,MAGSF_Blk_IPHONE_12,Mar-26,Black,INDIA,ACCH4XGZGQEJC6FV,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_12MINI,MAGSF_Blk_IPHONE_12MINI,Mar-26,Black,INDIA,ACCH526KKHNNUVJX,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_12MINI_SN,MAGSF_Blk_IPHONE_12MINI_SN,Mar-26,Black,INDIA,ACCH526MK9RWRPNS,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_13PRO_SN,MAGSF_Blk_IPHONE_13PRO_SN,Mar-26,Black,INDIA,ACCH555PRHNU9BRB,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_15,MAGSF_Blk_IPHONE_15,Mar-26,Black,INDIA,ACCH56AYNPFGJ99V,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_15_852,MAGSF_Blk_IPHONE_15_852,Mar-26,Black,INDIA,ACCH56AZQCUKVZJH,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_15PRO_MAX_852,MAGSF_Blk_IPHONE_15PRO_MAX_852,Mar-26,Black,INDIA,ACCH56CA45CQFXVU,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_16,MAGSF_Blk_IPHONE_16,Mar-26,Black,INDIA,ACCH5FYXBVYMP64N,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_16PRO,MAGSF_Blk_IPHONE_16PRO,Mar-26,Black,INDIA,ACCH5258ZFNNGYTU,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_16PRO_MAX,MAGSF_Blk_IPHONE_16PRO_MAX,Mar-26,Black,INDIA,ACCH525VZFCFZGHJ,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_16PRO_MAX_SN,MAGSF_Blk_IPHONE_16PRO_MAX_SN,Mar-26,Black,INDIA,ACCH5266RX7ZNJNU,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_X,MAGSF_Blk_IPHONE_X,Mar-26,Black,INDIA,ACCH56CMWYYXGWBK,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_X_XS,MAGSF_Blk_IPHONE_X_XS,Mar-26,Black,INDIA,ACCH56DJCUBHXWGC,Thermoplastic Polyurethane
MAGSF_BLK_IPHONE_XR_852,MAGSF_Blk_IPHONE_XR_852,Mar-26,Black,INDIA,ACCH56E6HTU4EBBP,Thermoplastic Polyurethane
MAGSF_BLK_SAM_S24_5G_852,MAGSF_Blk_SAM_S24_5G_852,Mar-26,Black,INDIA,ACCH56FEVMHVHYT9,Thermoplastic Polyurethane
MAGSF_BLK_SAM_S24_ULTRA,MAGSF_Blk_SAM_S24_ULTRA,Mar-26,Black,INDIA,ACCH56GA8EFF3BGK,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_11PRO_MAX,MEGSEF_TRANS_IPHONE_11PRO_MAX,Mar-26,Transparent,INDIA,ACCH4NA6ZGQZFEZ3,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_12_MINI,MEGSEF_TRANS_IPHONE_12_MINI,Mar-26,Transparent,INDIA,ACCH4NEJYADCBP3G,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_12PRO_MAX,MEGSEF_TRANS_IPHONE_12PRO_MAX,Mar-26,Transparent,INDIA,ACCH4NF4CUQJEMFG,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_13_MINI,MEGSEF_TRANS_IPHONE_13_MINI,Mar-26,Transparent,INDIA,ACCH4VGQAEDYGQF4,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_13_MINI_852,MEGSEF_TRANS_IPHONE_13_MINI_852,Mar-26,Transparent,INDIA,ACCH4WBKKFZVZCHF,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_13PRO,MEGSEF_TRANS_IPHONE_13PRO,Mar-26,Transparent,INDIA,ACCH4WBNFDYZRSMZ,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_13PRO_852,MEGSEF_TRANS_IPHONE_13PRO_852,Mar-26,Transparent,INDIA,ACCH4WBRCMH6VHTH,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_13PRO_MAX,MEGSEF_TRANS_IPHONE_13PRO_MAX,Mar-26,Transparent,INDIA,ACCH4WBTADQXGE8U,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_15PRO,MEGSEF_TRANS_IPHONE_15PRO,Mar-26,Transparent,INDIA,ACCH4PQF3WYGFZZF,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_16_852,MEGSEF_TRANS_IPHONE_16_852,Mar-26,Transparent,INDIA,ACCH5FUWBUMVRGZA,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_16PRO,MEGSEF_TRANS_IPHONE_16PRO,Mar-26,Transparent,INDIA,ACCH5FVNG6QBQXR2,Thermoplastic Polyurethane
MEGSEF_TRANS_IPHONE_16PRO_MAX,MEGSEF_TRANS_IPHONE_16PRO_MAX,Mar-26,Transparent,INDIA,ACCH5FX5RQYZGYK6,Thermoplastic Polyurethane
PUF_BLK_INFNX_HOT_30I_SN,PUF_BLK_INFNX_HOT_30i_SN,Mar-26,Black,INDIA,ACCGWVE5GJXGEKSQ,Rubber
PUF_BLK_IPHONE_13,PUF_BLK_IPHONE_13,Mar-26,Black,INDIA,ACCGW6XBVWANGRQK,Rubber
PUF_BLK_MI_9POWER,PUF_BLK_MI_9POWER,Mar-26,Black,INDIA,ACCHY3FVAHZGMTBD,Rubber
PUF_BLK_MI_NOTE_13PRO_PLUS_5G,PUF_BLK_MI_NOTE_13PRO_PLUS_5G,Mar-26,Black,INDIA,ACCHYYWJH5F9UYBP,Rubber
PUF_BLK_MI_NOTE_13PRO_PLUS_5G_SN,PUF_BLK_MI_NOTE_13PRO_PLUS_5G_SN,Mar-26,Black,INDIA,ACCHYYWKYH2CG9ZP,Rubber
PUF_BLK_MI_NOTE_9PRO_MAX,PUF_BLK_MI_NOTE_9PRO_MAX,Mar-26,Black,INDIA,ACCGWDQGJYRFQDNP,Rubber
PUF_BLK_MI_REDMI_A2,PUF_BLK_MI_RMI_2,Mar-26,Black,INDIA,ACCGXF6RZKMMCBRP,Rubber
